id.accession,id.assay name,id.sample name,study.characteristics.organism,study.factor value.absorbed radiation dose,study.factor value.age,study.factor value.altered gravity,study.factor value.atmospheric pressure,study.factor value.cell cycle phase,study.factor value.cultivar,study.factor value.ecotype,study.factor value.exposure duration,study.factor value.generation,study.factor value.genotype,study.factor value.growth time,study.factor value.ionizing radiation,study.factor value.light,study.factor value.magnetic field,study.factor value.microgravity simulation,study.factor value.organism part,study.factor value.sample preservation method,study.factor value.soil environment exposure,study.factor value.spacecraft,study.factor value.spaceflight,study.factor value.time,study.factor value.time of sample collection after treatment,study.factor value.tissue,study.factor value.tissue segment,study.factor value.treatment
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973423 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973423 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973424 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973424 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973425 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973425 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973426 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973426 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973427 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973427 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"4 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973428 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973428 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973429 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973429 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973430 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973430 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973431 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973431 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"8 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973432 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973432 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973433 extract 1","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1G by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-45","OSD-45_transcription-profiling_dna-microarray","GSM973433 extract 2","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"uG by clinostat",NaN,NaN,NaN,NaN,NaN,"12 {day}",NaN,NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506014 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506015 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506016 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"3 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506017 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"3 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506018 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506019 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506020 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506021 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506022 1","Arabidopsis thaliana","100 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506023 1","Arabidopsis thaliana","100 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"Wild Type",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506024 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506025 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506026 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"3 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506027 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"3 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506028 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506029 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506030 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506031 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506032 1","Arabidopsis thaliana","30 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506033 1","Arabidopsis thaliana","30 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"Wild Type",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506034 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506035 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506036 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506037 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506038 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506039 1","Arabidopsis thaliana","100 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506040 1","Arabidopsis thaliana","100 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506041 1","Arabidopsis thaliana","100 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"15 {minute}",NaN,"atm-1",NaN,"gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506042 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506043 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1.5 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506044 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506045 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"6 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506046 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506047 1","Arabidopsis thaliana","30 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506048 1","Arabidopsis thaliana","30 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506049 1","Arabidopsis thaliana","30 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"approx. 12 {minute}",NaN,"atm-1",NaN,"Fe-56 ion radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506050 1","Arabidopsis thaliana","0 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"Wild Type",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506051 1","Arabidopsis thaliana","0 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"Wild Type",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506052 1","Arabidopsis thaliana","0 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"Wild Type",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506053 1","Arabidopsis thaliana","0 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"Wild Type",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506054 1","Arabidopsis thaliana","0 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"atm-1",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506055 1","Arabidopsis thaliana","0 {gray}","5 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"atm-1",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506056 1","Arabidopsis thaliana","0 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"atm-1",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-46","OSD-46_transcription-profiling_dna-microarray_affymetrix","GSM1506057 1","Arabidopsis thaliana","0 {gray}","6 {day}",NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,"atm-1",NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day03","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day06","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day09","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day13","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day03","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day06","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day09","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day13","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day03","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day06","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
"OSD-120","OSD-120_image-analysis_photography_cara","Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day13","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,"Col-0 PhyD",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Space Flight",NaN,NaN,NaN,NaN,"Light Treatment"
